title,name,address,contact,url
Day Care & Private Schools,St. Elizabeth Ann Seton School,"2341 Washington Ave Bellmore, NY Tel: 516.785.5709",,http://www.steas.com/
Day Care & Private Schools,St. Aidan’s School,"510 Willis Ave Williston Park, NY Tel: 516.746.6585",,http://www.staidanschool.org/
Day Care & Private Schools,Holy Child Academy,"25 Store Hill Rd Old Westbury, NY Tel: 516.626.9300",,https://www.holychildacademy.org/index.cfm
Day Care & Private Schools,Our Lady of Victory School,"2 Bellmore St Floral Park, NY Tel: 516.352.4466",,http://www.olvfp.org/
Day Care & Private Schools,Notre Dame School,25 Mayfair Rd New Hyde Park NY Tel: 516.354.5618,,http://ndsnet.org/
Day Care & Private Schools,St. Christopher’s School,"15 Pershing Blvd Baldwin, NY Tel: 516.223.4404",,http://stchris-school.org/
Day Care & Private Schools,St. Martin de Porres Marianist School,"530 Hempstead Blvd Uniondale, NY Tel: 516.481.3303",,http://www.stmartinmarianist.org/
Day Care & Private Schools,,,,
Day Care & Private Schools,Chaminade High School,"340 Jackson Ave Mineola, NY Tel: 516.742.5555",,https://www.chaminade-hs.org/
Day Care & Private Schools,Kellenberg Memorial High School,"1400 Glenn Curtiss Blvd Uniondale, NY Tel: 516.292.0200",,https://www.kellenberg.org/
Day Care & Private Schools,St. Mary’s High School,"51 Clapham Ave Manhasset, NY Tel: 516.627.2711",,http://stmary.ws/HighSchool/
Day Care & Private Schools,Sacred Heart Academy,"47 Cathedral Ave Hempstead, NY 11550 Tel: 516.483.7383",,https://www.sacredheartacademyli.org/
Day Care & Private Schools,Freeport Christian Academy,"50 N Main St Freeport, NY Tel: 516.546.2020",,http://freeportchristianacademy.org/
Day Care & Private Schools,Valley Stream Christian Academy,"12 E Fairview Ave Valley Stream, NY Tel: 516.561.6122",,http://www.vscacademy.org/
Day Care & Private Schools,Grace Lutheran Church and School,"400 Hempstead Ave Malverne, NY Tel: 516.559.6557",,https://glcas.org/
Day Care & Private Schools,Grace Christian Academy,"36 Smith St Merrick, NY Tel: 516.379.2223",,http://www.gcali.com/
Day Care & Private Schools,Hebrew Academy of Nassau County,"609 Hempstead Ave West Hempstead, NY Tel: 516.485.7786",,https://www.hanc.org/page
Day Care & Private Schools,Long Island Hebrew Academy,"22 Cutter Mill Rd Great Neck, NY Tel: 516.466.3656",,http://www.lihagn.org/
Day Care & Private Schools,Schechter School of Long Island,"6 Cross St Williston Park, NY Tel: 516.656.5500",,http://www.ssdsnassau.org/
Day Care & Private Schools,The Brandeis School,"25 Frost Ln Lawrence, NY Tel: 516.371.4747",,http://www.thebrandeisschool.org/
Day Care & Private Schools,,,,
Day Care & Private Schools,Buckley Country Day School,"2 I U Willets Rd Roslyn, NY Tel: 516.627.1910",,https://www.buckleycountryday.com/page
Day Care & Private Schools,Coming soon!,Coming soon!,,
