title,name,address,contact,url
"FITNESS, HEALTH & WELLNESS","Carle Place, NY 11514","Carle Place, NY 11514",,
"FITNESS, HEALTH & WELLNESS",Tel: 516.268.6272,Tel: 516.268.6272,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",Orangetheory Fitness Rockville Centre,,,https://rockville-centre.orangetheoryfitness.com
"FITNESS, HEALTH & WELLNESS",313 Merrick Rd,313 Merrick Rd,,
"FITNESS, HEALTH & WELLNESS","RVC, NY","RVC, NY",,
"FITNESS, HEALTH & WELLNESS",Tel: 516.586.6555,Tel: 516.586.6555,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",Orangetheory Fitness Garden City Park,,,https://www.orangetheoryfitness.com/locations?s2=11040
"FITNESS, HEALTH & WELLNESS",Jericho Turnpike,Jericho Turnpike,,
"FITNESS, HEALTH & WELLNESS","Garden City Park, NY 11040","Garden City Park, NY 11040",,
"FITNESS, HEALTH & WELLNESS",Tel: 516.564.2000,Tel: 516.564.2000,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",Orangetheory Fitness East Meadow,,,https://east-meadow.orangetheoryfitness.com
"FITNESS, HEALTH & WELLNESS",2314A Hempstead Tpke,2314A Hempstead Tpke,,
"FITNESS, HEALTH & WELLNESS","East Meadow, NY","East Meadow, NY",,
"FITNESS, HEALTH & WELLNESS",Tel: 516.301.5909,Tel: 516.301.5909,,
"FITNESS, HEALTH & WELLNESS",CrossFit Toal Empowerment,,,https://crossfittotalempowerment.com
"FITNESS, HEALTH & WELLNESS",231 Voice Rd,231 Voice Rd,,
"FITNESS, HEALTH & WELLNESS","Carle Place, NY 11514","Carle Place, NY 11514",,
"FITNESS, HEALTH & WELLNESS",Tel: 516.414.5396,Tel: 516.414.5396,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",CrossFit Garden City,,,https://crossfitgardencity.com
"FITNESS, HEALTH & WELLNESS",585 Commercial Ave,585 Commercial Ave,,
"FITNESS, HEALTH & WELLNESS","Garden City, NY 11530","Garden City, NY 11530",,
"FITNESS, HEALTH & WELLNESS",Tel: 516.522.0146,Tel: 516.522.0146,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",CrossFit Sanctuary,,,http://www.crossfitsanctuary.com
"FITNESS, HEALTH & WELLNESS",2200 Marcus Ave,2200 Marcus Ave,,
"FITNESS, HEALTH & WELLNESS","New Hyde Park, NY 11042","New Hyde Park, NY 11042",,
"FITNESS, HEALTH & WELLNESS",Tel: 516.354.5310,Tel: 516.354.5310,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",Barrier Island CrossFit,,,http://barrierislandcrossfit.com
"FITNESS, HEALTH & WELLNESS",262 E Park Ave,262 E Park Ave,,
"FITNESS, HEALTH & WELLNESS","Long Beach, NY 11561","Long Beach, NY 11561",,
"FITNESS, HEALTH & WELLNESS",Tel: 516.852.0628,Tel: 516.852.0628,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",Skypoint CrossFit,"Skypoint CrossFit 48 Atlantic Ave Lynbrook , NY Tel: 516.725.0004",,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",CrossFit 516,"CrossFit 516 7 Roselle St Mineola, NY Tel: 516.280.4070",,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",CrossFit the Rock,"CrossFit the Rock 100 N Oceanside Rd Rockville Centre, NY Tel: 516.208.5894",,
"FITNESS, HEALTH & WELLNESS",Cycleba,r,,https://gardencity.cyclebar.com
"FITNESS, HEALTH & WELLNESS",950 Franklin Ave #100,950 Franklin Ave #100,,
"FITNESS, HEALTH & WELLNESS","Garden City, NY 11530","Garden City, NY 11530",,
"FITNESS, HEALTH & WELLNESS",Tel: 516.515.0380,Tel: 516.515.0380,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",Ocean Ride Cycling Studio,,,https://www.oceanridecycling.com
"FITNESS, HEALTH & WELLNESS",2 W Park Ave,2 W Park Ave,,
"FITNESS, HEALTH & WELLNESS","Long Beach, NY","Long Beach, NY",,
"FITNESS, HEALTH & WELLNESS",Tel:516.432.000,Tel:516.432.000,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",RVC Ryde Cycle Studio Studio,,,http://www.rvcryde.com
"FITNESS, HEALTH & WELLNESS","60 Maple Ave, RVC, NY 11570","60 Maple Ave, RVC, NY 11570",,
"FITNESS, HEALTH & WELLNESS",Tel: 516.536.8700,Tel: 516.536.8700,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",SoulCycle RZLN,,,https://www.soul-cycle.com/studios/rzln/15/
"FITNESS, HEALTH & WELLNESS",250 S Service Rd,250 S Service Rd,,
"FITNESS, HEALTH & WELLNESS","Roslyn Heights, NY 11577","Roslyn Heights, NY 11577",,
"FITNESS, HEALTH & WELLNESS",Tel: 516.33.1300,Tel: 516.33.1300,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",Healthtrax Fitness & Wellness,,,https://www.healthtrax.com/locations/garden-city/
"FITNESS, HEALTH & WELLNESS",1300 Franklin Ave,1300 Franklin Ave,,
"FITNESS, HEALTH & WELLNESS","Garden City, NY 11503","Garden City, NY 11503",,
"FITNESS, HEALTH & WELLNESS",Tel: 516.741.1057,Tel: 516.741.1057,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",XSport Fitness,,,https://www.xsportfitness.com/locations/gardencity-ny-gym.aspx?utm_source=google&utm_medium=google_directory&utm_campaign=directories
"FITNESS, HEALTH & WELLNESS",630 Old Country Rd,630 Old Country Rd,,
"FITNESS, HEALTH & WELLNESS","Garden City, NY 11530","Garden City, NY 11530",,
"FITNESS, HEALTH & WELLNESS",Tel: 516.294.1003,Tel: 516.294.1003,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",Life Time Athletic,,,https://www.lifetime.life/life-time-locations/ny-garden-city.html?selecteddate=2018-09-08
"FITNESS, HEALTH & WELLNESS",750 Zeckendorf Blvd,750 Zeckendorf Blvd,,
"FITNESS, HEALTH & WELLNESS","Garden City, NY 11530","Garden City, NY 11530",,
"FITNESS, HEALTH & WELLNESS",Tel: 516.580.7100,Tel: 516.580.7100,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",Lift Gym,Lift Gym,,
"FITNESS, HEALTH & WELLNESS",55 Lumber Rd,55 Lumber Rd,,
"FITNESS, HEALTH & WELLNESS","Roslyn, NY","Roslyn, NY",,
"FITNESS, HEALTH & WELLNESS",Tel: 516.277.1465,Tel: 516.277.1465,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",Retro Fitness,,,https://retrofitness.com/location/carleplaceny/
"FITNESS, HEALTH & WELLNESS",375 Old Country Rd,375 Old Country Rd,,
"FITNESS, HEALTH & WELLNESS","Carle Place, NY 11514","Carle Place, NY 11514",,
"FITNESS, HEALTH & WELLNESS",Tel: 516.712.2945,Tel: 516.712.2945,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",Planet Fitness,,,https://www.planetfitness.com/gyms/carle-place-ny
"FITNESS, HEALTH & WELLNESS",200 Glen Cove Rd,200 Glen Cove Rd,,
"FITNESS, HEALTH & WELLNESS","Carle Place, NY 11514","Carle Place, NY 11514",,
"FITNESS, HEALTH & WELLNESS",Tel: 516.741.4320,Tel: 516.741.4320,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",LA Fitness,,,https://www.lafitness.com/Pages/clubhome.aspx?clubid=1145&GARDEN+CITY+PARK-New%20York+GYUM&utm_source=google&utm_medium=googlemaps&utm_campaign=maps
"FITNESS, HEALTH & WELLNESS",2350 Jericho Turnpike,2350 Jericho Turnpike,,
"FITNESS, HEALTH & WELLNESS","New Hyde Park, NY 11040","New Hyde Park, NY 11040",,
"FITNESS, HEALTH & WELLNESS",Tel: 516.418.5017,Tel: 516.418.5017,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",LA Fitness,,,https://www.lafitness.com/Pages/clubhome.aspx?clubid=915&GARDEN+CITY-New%20York+GYUM&utm_source=google&utm_medium=googlemaps&utm_campaign=maps
"FITNESS, HEALTH & WELLNESS",711 Stewart Ave,711 Stewart Ave,,
"FITNESS, HEALTH & WELLNESS","Garden City, NY 11530","Garden City, NY 11530",,
"FITNESS, HEALTH & WELLNESS",Tel: 516.214.9691,Tel: 516.214.9691,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",Push Fitness Club,,,http://www.pushfitnessclub.com/new-hyde-park/
"FITNESS, HEALTH & WELLNESS",15 Jericho Turnpike,15 Jericho Turnpike,,
"FITNESS, HEALTH & WELLNESS","New Hyde Park, NY 11040","New Hyde Park, NY 11040",,
"FITNESS, HEALTH & WELLNESS",Tel: 516.325.1682,Tel: 516.325.1682,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",Equinox Great Neck,,,https://www.equinox.com/clubs/new-york/long-island/greatneck
"FITNESS, HEALTH & WELLNESS",90 E Shore Rd,90 E Shore Rd,,
"FITNESS, HEALTH & WELLNESS","Great Neck, NY","Great Neck, NY",,
"FITNESS, HEALTH & WELLNESS",Tel: 516.570.8003,Tel: 516.570.8003,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",Equinox Roslyn,,,https://www.equinox.com/clubs/new-york/long-island/roslyn
"FITNESS, HEALTH & WELLNESS",90 Northern Blvd,90 Northern Blvd,,
"FITNESS, HEALTH & WELLNESS","Greenvale, NY 11548","Greenvale, NY 11548",,
"FITNESS, HEALTH & WELLNESS",Tel: 516.403.4444,Tel: 516.403.4444,,
"FITNESS, HEALTH & WELLNESS",Yoga & Polarity Center,,,http://www.yogapolarity.com
"FITNESS, HEALTH & WELLNESS",32 Church St,32 Church St,,
"FITNESS, HEALTH & WELLNESS","Malverne, NY 11565","Malverne, NY 11565",,
"FITNESS, HEALTH & WELLNESS",Tel: 516.596.0397,Tel: 516.596.0397,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",Yoga Nanda,,,http://www.yoga-nanda.com
"FITNESS, HEALTH & WELLNESS",55 Hilton Ave,55 Hilton Ave,,
"FITNESS, HEALTH & WELLNESS","Garden City, NY 11530","Garden City, NY 11530",,
"FITNESS, HEALTH & WELLNESS",Tel: 516.307.9007,Tel: 516.307.9007,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",Hot Yoga Carle Place,,,http://www.bikramyogacarleplace.com
"FITNESS, HEALTH & WELLNESS",143 Voice Rd,143 Voice Rd,,
"FITNESS, HEALTH & WELLNESS","Carle Place, NY 11514","Carle Place, NY 11514",,
"FITNESS, HEALTH & WELLNESS",Tel: 516.385.6787,Tel: 516.385.6787,,
"FITNESS, HEALTH & WELLNESS",,,,
"FITNESS, HEALTH & WELLNESS",Body in Balance,,,http://www.bodyinbalanceli.com/
"FITNESS, HEALTH & WELLNESS",403 Willis Ave,403 Willis Ave,,
"FITNESS, HEALTH & WELLNESS","Williston Park, NY 11596","Williston Park, NY 11596",,
"FITNESS, HEALTH & WELLNESS",Tel: 516.587.1111,Tel: 516.587.1111,,
