Title,Name,Address,Url
Doctors & Dentists,Hackensack Meridian Health Pascack Valley Medical Center,"250 Old Hook Rd, Westwood, NJ 07675 201-383-1035",http://www.pascackmedicalcenter.com/
Doctors & Dentists,Hackensack Meridian Health Hackensack University Medical Center,"30 Prospect Ave, Hackensack, NJ 07601 551-996-2000",http://www.hackensackumc.org/
Doctors & Dentists,Holy Name Medical Center,"718 Teaneck Rd, Teaneck, NJ 07666 201-833-3000",http://www.holyname.org/
Doctors & Dentists,The Valley Hospital,"223 N Van Dien Ave, Ridgewood, NJ 07450 201-447-8000",http://www.valleyhealth.com/
Doctors & Dentists,Bergen Family Wellness,"667 Pine Lake Dr, Township of Washington, NJ 07676 201-497-6266",https://bergenfamilywellness.com/
Doctors & Dentists,Dr Howard Kessler,"230 Broadway, Hillsdale, NJ 07642 201-664-4864",http://www.howardkesslerdc.com/
Doctors & Dentists,Intrinsic Wellness,"227 Washington Ave, Westwood, NJ 07675 201-632-1277",http://www.intrinsicnj.com/
Doctors & Dentists,Rockland Pediatric Dental & Orthodontics,"25 Rockwood Pl., Suite. 110,Englewood, NJ 07631 201-894-5805",https://www.rocklandpediatricdental.com/
Doctors & Dentists,(845) 634-8900,"25 Rockwood Pl., Suite. 110,Englewood, NJ 07631 201-894-5805",tel:8456348900
Doctors & Dentists,Parkview Family Dental,"25 Rockwood Pl., Suite. 110,Englewood, NJ 07631 201-894-5805",https://parkviewfamilydental.com/ironthm_service/dental-hygiene
Doctors & Dentists,(845) 354-6444,"25 Rockwood Pl., Suite. 110,Englewood, NJ 07631 201-894-5805",tel:8453546444
Doctors & Dentists,B & D Dental Excellence,"25 Rockwood Pl., Suite. 110,Englewood, NJ 07631 201-894-5805",https://www.rocklandsmiles.com/
Doctors & Dentists,(845) 627-7645,"25 Rockwood Pl., Suite. 110,Englewood, NJ 07631 201-894-5805",tel:8456277645
Doctors & Dentists,A&R Advanced Dental Group,"25 Rockwood Pl., Suite. 110,Englewood, NJ 07631 201-894-5805",https://www.aradvanceddental.com/
Doctors & Dentists,(845) 364-9400,"25 Rockwood Pl., Suite. 110,Englewood, NJ 07631 201-894-5805",tel:8453649400
Doctors & Dentists,Kupchik Dental,"25 Rockwood Pl., Suite. 110,Englewood, NJ 07631 201-894-5805",https://www.kupchikdental.com/
Doctors & Dentists,(845) 535-3500,"25 Rockwood Pl., Suite. 110,Englewood, NJ 07631 201-894-5805",tel:8455353500
Doctors & Dentists,Ramapo Dental Care,"25 Rockwood Pl., Suite. 110,Englewood, NJ 07631 201-894-5805",https://ramapodentalcare.com/
Doctors & Dentists,(845) 512-1219,"25 Rockwood Pl., Suite. 110,Englewood, NJ 07631 201-894-5805",tel:8455121219
Doctors & Dentists,Bergen Neurology Consultants,"25 Rockwood Pl., Suite. 110,Englewood, NJ 07631 201-894-5805",http://www.bergenneurology.com/
Doctors & Dentists,Neurology Group of Bergen County,1200 East Ridgewood Avenue 201-444-0868   Adult,http://www.neurobergen.com/
Doctors & Dentists,Neurology Group NJ,"99 Kinderkamack Rd,Westwood, NJ 07675 201-261-6222",http://neurologygroupnj.com/
Doctors & Dentists,Progressive Neurology,"260 Old Hook Rd,Suite 200,Westwood, NJ 07675 201-546-8510",http://www.progressiveneurology.com/
Doctors & Dentists,Dr. Damon L Fellman,"Hackensack University Medical Center 211 Essex St., Ste. 202,Hackensack, NJ 07601",https://www.healthgrades.com/physician/dr-damon-fellman-289l3
Doctors & Dentists,Dr. Nilay Shah,"14-01 Broadway, Fair Lawn, NJ 07410 201-791-4544",http://nilayshahmd.net/
Doctors & Dentists,The Center for Women’s Health,"270 Old Hook Rd # 2, Westwood, NJ 07675 1 West Ridgewood Avenue, Suite 209,Paramus, NJ 07652",https://lma-llc.com/our-practices.htm#bergen-county
Doctors & Dentists,Hackensack University Medical Group Pascack Valley,"Dr Myriam Langer & Dr Nagaeda Jean 305 West Grand Avenue,Montvale, NJ, 07645",https://www.zocdoc.com/practice/hackensack-university-medical-group-pascack-valley-35495
Doctors & Dentists,OB/GYN Associates of Oradell,"680 Kinderkamack Road, Suite 204 Oradell, NJ 07649",https://lma-llc.com/sites/ob-gyn-associates-of-bergen-county.htm
Doctors & Dentists,Dr Melody Behnam,"317 Franklin Ave, Ridgewood, NJ 07450 201-447-1620",https://doctors.valleyhealth.com/details/1577/melody-behnam-obstetrics__gynecology-ridgewood
Doctors & Dentists,"Fred F. Rezvani, MD","Health Care 2000 119 Prospect Street,Suite 3,Ridgewood, NJ  07450",https://doctors.valleyhealth.com/details/1232/fred-rezvani-obstetrics__gynecology-ridgewood
Doctors & Dentists,Dr Joseph Fishkin,"85 Kinderkamack Rd, Emerson, NJ 07630 201-383-9140",http://www.fishkinvision.com/
Doctors & Dentists,Pediatric Ophthalmology,"57 Willowbrook Blvd #41, Wayne, NJ 07470 201-256-4111",https://www.pedopnj.com/
Doctors & Dentists,Westwood Ophthalmology,"300 Fairview Ave, Westwood, NJ 201-664-4754",http://www.westwoodeye.com/
Doctors & Dentists,,Riverside Oral Surgery,https://www.riversideoralsurgery.com/
Doctors & Dentists,Riverside Oral Surgery,,https://www.riversideoralsurgery.com/
Doctors & Dentists,Chatham,,https://www.riversideoralsurgery.com/
Doctors & Dentists,Edison,,https://www.riversideoralsurgery.com/
Doctors & Dentists,Englewood,,https://www.riversideoralsurgery.com/
Doctors & Dentists,Livingston,,https://www.riversideoralsurgery.com/
Doctors & Dentists,River Edge,,https://www.riversideoralsurgery.com/
Doctors & Dentists,Warren,,https://www.riversideoralsurgery.com/
Doctors & Dentists,West Caldwell,,https://www.riversideoralsurgery.com/
Doctors & Dentists,West Orange,,https://www.riversideoralsurgery.com/
Doctors & Dentists,Westwood,,https://www.riversideoralsurgery.com/
Doctors & Dentists,Orangetown Pediatrics,"Chestnut Ridge Pediatric Associates595 Chestnut Ridge Rd,Suite 4,Woodcliff Lake NJ 07677201-391-2020",https://www.childrenshospital.org/bchp/practices/orangetown-pediatrics
Doctors & Dentists,(845) 359-0010,"Chestnut Ridge Pediatric Associates595 Chestnut Ridge Rd,Suite 4,Woodcliff Lake NJ 07677201-391-2020",https://www.google.com/search?gs_ssp=eJzj4tZP1zcsSTctizdLMWC0UjWosLBMNkq1NDG1NDZKs7BISrEyqEi1MDK0SDZJMjBNTTIzSjH2Es0vSsxLTy3JL89TKEhNyUwsKcpMLgYAK-YXMw&q=orangetown+pediatrics&oq=orangetown+pe&aqs=chrome.1.0i355i512j46i175i199i512j0i512j69i57j46i175i199i512j0i512l2.3448j0j7&sourceid=chrome&ie=UTF-8#
Doctors & Dentists,Chestnut Ridge Pediatric Associates,"Northern Valley Pediatrics-Dr. Shilpa Patel22 Paris Ave #109,Rockleigh, NJ 07647201-564-7377 Old Tappan Pediatrics215 Old Tappan Rd,Old Tappan NJ 07675201-666-1001",https://www.chestnutridgepediatrics.com/
Doctors & Dentists,Old Tappan Pediatrics,"Pediatricare AssociatesValley Regional Medical Center400 North Franklin Turnpike,Mahwah, NJ 07430201-529-4545 Bella Physical Therapy",https://www.otpediatrics.com/
Doctors & Dentists,Pediatricare Associates,"Bella Physical Therapy 39-40 Broadway, Suite 4 Fair Lawn, NJ 07410",https://www.pediatricareassociates.com/
Doctors & Dentists,Bella Physical Therapy,"39-40 Broadway, Suite 4 Fair Lawn, NJ 07410 201-791-0008",http://bellaphysicaltherapy.com/
Doctors & Dentists,Bergen Pediatric Therapy Center,"354 Old Hook Rd, Westwood, NJ 07675 201-722-4700",https://www.njkidsonline.com/directory/special-needs/19797/bergen-pediatric-therapy-center
Doctors & Dentists,Complete Care Physical Therapy,"8 -14 Saddle River Rd, Fair Lawn, NJ 07410 201-773-0404",http://ccphysicaltherapy.com/
Doctors & Dentists,EDGE Physical Therapy and Sports Medicine – Paramus,"16 Arcadian Way, Ste C6, Paramus, NJ 07652 201-845-3000",http://www.edgesportsmed.com/
Doctors & Dentists,Excel Orthopedic Rehabilitation,"32 Piermont Rd, Cresskill, NJ 07626 201-567-0044",http://www.exceltherapy.com/
Doctors & Dentists,Kireker Center For Child Development,"140 E Ridgewood Ave, Paramus, NJ 07652 201-612-1006",https://www.valleyhealth.com/Pediatrics.aspx?id=5952
Doctors & Dentists,My Therapy Gym,"205 West Englewood Ave.,Teaneck NJ 07666 201-357-0417",http://thetherapygym.com/
Doctors & Dentists,Ridgewood Pediatric Therapy,"611 N Maple Ave #7, Ho-Ho-Kus, NJ 07423 201-251-9446",https://www.ridgewoodpedsot.com/
Doctors & Dentists,Sportscare Physical Therapy,"140 NJ-17 #101, Paramus, NJ 07652 201-261-4343",https://sportscarephysicaltherapy.com/
Doctors & Dentists,SportsMed Physical Therapy – Fair Lawn NJ,"14-25 Plaza Rd, Fair Lawn, NJ 07410 201-797-7373",http://spineandsportsmed.com/contact/fair-lawn/
Doctors & Dentists,SportsMed Physical Therapy – Paramus NJ,"21 South Spring Valley Road, Paramus, NJ 07652 201-712-9113",http://spineandsportsmed.com/
Doctors & Dentists,SportsMed Physical Therapy – Ridgewood/HoHoKus NJ,"197 Franklin Turnpike, Ho-Ho-Kus, NJ 07423 201-447-0346",http://spineandsportsmed.com/contact/ridgewood-ho-ho-kus/
Doctors & Dentists,The Spine & Rehab Group,"140 NJ-17 #101, Paramus, NJ 07652 973-400-1716",https://www.thespineandrehabgroup.com/
Doctors & Dentists,Summit Physical Therapy & Sports Care,"160 Summit Ave #104, Montvale, NJ 07645 201-627-0100",http://www.summitphysicaltherapybergencounty.com/
Doctors & Dentists,Garden State Speech Therapy,"223 Old Hook Rd Suite 2,Westwood, NJ 07675 2083 Center Ave, Suite 3N,Fort Lee, NJ 07024",http://www.gardenstatespeech.com/
Doctors & Dentists,IM Speech Language Associates,"60 Westervelt Avenue,Tenafly, NJ 07670 201-816-7333",http://imspeech.com/
Doctors & Dentists,Kids Talk at Communication Therapy Center,"Janet Krebs CCC-SLP 391 S. Maple Ave, Glen Rock, NJ 07452, US",https://kids-talkctc.com/
Doctors & Dentists,Kimberly Yee Speech Therapy,Private in-home speech and language therapy services for children of all ages in Bergen County Website,https://www.kimyeespeechtherapy.com/
Doctors & Dentists,Website,Email Contact Page,https://www.kimyeespeechtherapy.com/
Doctors & Dentists,Email,Contact Page Ridgewood Pediatric Therapy Associates,/cdn-cgi/l/email-protection#6f040602160a0a1c1f0a0a0c071b070a1d0e1f162f08020e0603410c0002
Doctors & Dentists,Contact Page,"Ridgewood Pediatric Therapy Associates 611 North Maple Ave.,Suite 7 (2nd Floor),Ho Ho Kus, NJ 07423",https://www.kimyeespeechtherapy.com/contact
Doctors & Dentists,Ridgewood Pediatric Therapy Associates,"611 North Maple Ave.,Suite 7 (2nd Floor),Ho Ho Kus, NJ 07423 201-251-9446",https://www.ridgewoodpedsot.com/
Doctors & Dentists,PM Pediatrics,West Bergen Mental Healthcare in Ridgewood NJ: Multiple locations in Bergen County(201) 444-3550,https://pmpediatriccare.com/location/rockland-spring-valley/
Doctors & Dentists,845.371.5437,West Bergen Mental Healthcare in Ridgewood NJ: Multiple locations in Bergen County(201) 444-3550,tel:845.371.5437
Doctors & Dentists,West Bergen Mental Healthcare in Ridgewood NJ,Pascack Mental Health Center :Park Ridge(201) 391-1355 The Center for Behavioral Health:Teaneck(201) 692-9500,https://westbergen.org/
Doctors & Dentists,(201) 444-3550,Pascack Mental Health Center :Park Ridge(201) 391-1355 The Center for Behavioral Health:Teaneck(201) 692-9500,tel:2014443550
Doctors & Dentists,Pascack Mental Health Center :,The Center for Behavioral Health:Teaneck(201) 692-9500 Ross Counseling & Therapy: Ramsey(201) 828-9456,http://www.pascackmentalhealthcenter.com/
Doctors & Dentists,(201) 391-1355,The Center for Behavioral Health:Teaneck(201) 692-9500 Ross Counseling & Therapy: Ramsey(201) 828-9456,tel:2013911355
Doctors & Dentists,The Center for Behavioral Health:,Ross Counseling & Therapy: Ramsey(201) 828-9456 Wayne Behavioral Service: Wayne(973) 790-9222,http://njpsychologist.com/
Doctors & Dentists,(201) 692-9500,Ross Counseling & Therapy: Ramsey(201) 828-9456 Wayne Behavioral Service: Wayne(973) 790-9222,tel:2016929500
Doctors & Dentists,Ross Counseling & Therapy,Wayne Behavioral Service: Wayne(973) 790-9222 Mental Health Clinic-Passaic: Clifton(973) 473-2775,http://www.rosscounseling.com/life-coaching/
Doctors & Dentists,(201) 828-9456,Wayne Behavioral Service: Wayne(973) 790-9222 Mental Health Clinic-Passaic: Clifton(973) 473-2775,tel:2018289456
Doctors & Dentists,(973) 790-9222,Mental Health Clinic-Passaic: Clifton(973) 473-2775,tel:9737909222
Doctors & Dentists,Mental Health Clinic-Passaic,"401 South Van Brunt Street ,Englewood, New Jersey 07631",https://mhcp.org/
Doctors & Dentists,(973) 473-2775,"401 South Van Brunt Street ,Englewood, New Jersey 07631",tel:9734732775
Doctors & Dentists,,"401 South Van Brunt Street ,Englewood, New Jersey 07631 201-569-2770",https://www.littlemilkyway.com/
Doctors & Dentists,www.littlemilkyway.com,"401 South Van Brunt Street ,Englewood, New Jersey 07631 201-569-2770",http://www.littlemilkyway.com/
Doctors & Dentists,Englewood Orthopedics,"401 South Van Brunt Street ,Englewood, New Jersey 07631 201-569-2770",http://www.englewoodortho.com/
Doctors & Dentists,Konigsberg Pediatric Orthopaedics,"600 Goodwin Ave, Suite 4, Midland Park, NJ 385 Prospect Ave, 2nd Floor, Hackensack, NJ",http://www.kponj.com/
Doctors & Dentists,NJ Orthopedics,"Dr. Avrum Joffee,Dr. Douglas Avella 140 Chestnut st ,Ridgewood NJ 07450",https://njpediatricorthopedics.com/
